ID,Lat,Lon,h,FA
812,26.14768,32.08359,69.12,-17.38533
813,24.92309,30.7621,120.62,2.08651
814,24.90736,30.81861,133.22,8.55998
815,24.9028,30.87888,157.31,10.43811
816,26.10794,32.14403,69.52,-18.18524
817,26.12237,32.17937,69.01,-14.25236
818,26.08199,32.23655,69.45,-11.31603
819,26.04548,32.25046,71.19,-14.74801
820,26.08476,32.31137,69.74,-0.66402
821,26.10394,32.41197,72,-6.59457
822,26.12664,32.48845,72.18,-7.59896
823,26.15715,32.58227,73.72,-12.53202
824,26.17385,32.68524,72.5,-14.87212
826,26.11268,32.76575,70.4,-1.5618
827,25.89126,32.77931,74.53,-15.17695
828,25.76234,32.74299,77.69,-16.35535
829,25.71292,32.70072,77.99,-13.92279
830,25.64776,32.60348,79.91,-11.74615
831,25.60585,32.56319,79.88,-15.51545
832,25.58593,32.50897,79.97,-15.10628
833,25.49718,32.5,80.44,-13.73878
834,25.41143,32.55918,81.8,-20.91168
835,26.90449,30.94219,261.28,7.35775
836,26.82388,30.89615,255.76,6.30161
837,26.76078,30.85808,279.05,6.4228
838,26.69436,30.83262,290.74,8.52717
839,26.62517,30.81277,291.75,14.36833
840,26.57164,30.8066,287.57,17.56769
841,26.51668,30.78452,290.49,17.50531
842,26.47274,30.7858,282.93,17.80982
843,26.35798,30.73726,277.72,14.86692
844,26.16487,30.71419,323.08,25.23864
845,26.06427,30.71508,326.56,19.27099
846,25.94822,30.71006,353.31,21.20207
847,25.79853,30.65707,105.13,3.50377
848,25.71492,30.64874,85.91,4.21979
849,25.53136,30.61932,56.35,3.79859
850,25.24711,30.53333,40.46,5.65082
851,25.17099,30.5363,25.35,-0.05721
852,25.06773,30.55017,31.12,-5.53179
853,24.84716,30.56998,33.59,-8.83909
863,25.55353,32.30253,185.99,36.4885
864,25.56522,32.35168,137.45,25.42775
865,25.29115,32.56966,82.18,7.69682
866,25.2563,32.60346,83.45,9.81766
867,25.21608,32.67231,83.01,10.90166
868,25.14301,32.76087,83.14,9.70047
869,25.0664,32.86107,84.04,12.15101
870,24.97198,32.90283,86.06,-12.50401
872,24.79251,32.92402,87.55,39.42133
873,24.52454,32.94685,99.59,6.26687
874,24.24547,32.88271,90.78,19.74913
875,27.91074,28.59745,142.81,-3.51595
876,27.85097,28.57435,142.28,-4.44861
877,27.81046,28.5468,143.57,-8.51032
878,27.76414,28.5129,203.39,-5.49997
879,27.67488,28.44727,219.94,-5.01638
880,27.62386,28.37906,225.31,-10.00203
881,27.5874,28.3375,213.22,-10.57925
882,27.5315,28.27093,202.37,-6.65795
883,27.51263,28.25016,189.06,-6.8686
884,27.36413,28.21599,14.97,-11.23777
885,27.27078,28.22159,28.8,-10.8269
886,27.22924,28.18471,46.78,-11.53496
887,27.21129,28.07691,46.59,-17.79581
888,27.0229,27.93602,77.29,-18.34129
889,26.77286,27.79178,106.48,-20.889
890,26.62089,27.83524,153.01,-19.72739
891,26.57605,27.86649,163.7,-17.99706
892,26.47775,27.8312,295.3,-7.36382
893,26.43102,27.7158,168.04,-19.38157
894,26.22162,27.75733,231.17,-11.5329
895,26.12996,27.8195,217.48,-10.28589
896,26.01017,27.94175,229.55,-19.9345
897,25.92478,28.22274,191.38,-29.47501
898,25.89762,28.27246,170.65,-34.56553
899,25.82671,28.57948,113.31,-33.12555
900,25.67194,28.92086,108.68,-17.5819
901,26.8647,25.3662,215.67,-46.72997
902,26.15455,25.48369,309.2,-17.99729
903,26.10108,25.49539,316.61,-18.3843
904,25.79106,25.52954,370.96,-18.84234
905,25.69602,25.53135,376.85,-10.91232
906,25.58743,25.53387,390.61,-24.3381
907,25.42481,25.54367,427.27,-17.20636
908,25.20903,25.57405,466.38,-23.1096
909,25.06374,25.78787,492.47,-19.26345
910,27.17009,25.30106,184.22,-58.1792
911,27.89779,25.11887,160.63,-50.34949
912,28.02143,25.06314,140.32,-20.97341
913,28.15652,25.02801,140.39,-30.53452
914,24.4188,27.4784,518,-5.87599
915,24.57385,27.37909,517.05,-5.87889
916,24.71557,27.29233,514.78,-14.98483
917,24.88955,27.2394,500.07,-20.13291
918,25.04649,27.19191,474.38,-27.67101
919,25.23811,27.13425,452.14,-30.91817
920,26.2157,26.35528,323.68,-29.7802
921,26.51263,26.76438,277.89,-24.24063
922,26.58229,26.74324,294.61,-18.73967
923,26.789,26.6715,255.09,-8.37012
924,27.17012,26.56615,182.21,-40.56179
925,26.87813,27.35016,209.17,-17.46308
926,26.59803,27.42792,179.95,-34.13062
927,26.49303,27.45736,219.12,-34.67402
928,26.28494,27.52416,255.87,-30.79485
929,25.4692,27.78032,348.98,-29.90563
930,25.36512,27.81642,363.65,-24.91465
931,25.05336,27.91755,394.54,-13.31541
932,24.93234,27.95759,371.5,-8.95002
933,26.90324,28.24739,93.45,-33.9935
934,26.8035,28.29445,106.64,-41.42576
935,26.50652,28.44056,156.42,-33.24548
936,26.24844,28.58447,201.35,-30.09491
937,25.90073,29.37777,381.34,-1.61692
938,26.02368,29.29324,310.82,-22.91579
939,26.13337,29.22305,255.49,-35.35969
940,26.77097,28.76742,171.72,-34.83873
941,25.50995,27.38506,386.89,-26.86427
942,26.49796,27.07509,284.58,-20.21841
943,26.93584,26.93162,228.66,-12.40349
944,27.07581,28.56329,107.15,-27.38562
945,27.96946,27.94056,188.64,-21.22183
946,28.16801,27.76485,193.81,-21.50269
948,27.02529,26.95073,205.4,-13.78149
949,27.15667,26.91425,180.76,-14.82298
950,27.33986,26.85955,194.82,-25.94752
951,30.00278,31.18139,19,-19.23143
952,24.07861,32.88861,117.2,-6.57021
953,25.45167,30.54194,73.7,-8.25844
954,31.34583,27.23056,37,54.8818
955,29.86167,31.34333,125.8,-1.25156
956,29.96083,31.07056,114.3,3.4575
957,29.48639,30.84861,-38.8,-26.892
958,29.07222,31.08639,29.8,-23.81316
959,30.37556,31.15528,17.9,-16.83772
960,30.57639,31.4825,9.1,-17.4105
961,30.79917,30.99611,10.9,-34.51702
962,31.10556,30.94722,6.7,-20.22612
963,31.06139,30.39417,1.3,-8.36473
964,31.20278,29.97167,-1.9,-0.65591
965,31.38611,30.41361,2.1,5.87774
966,31.58111,30.97444,1,59.84841
967,29.96278,32.55722,3.2,-20.97992
968,30.5975,32.26139,6.9,-19.75988
969,30.85,32.30389,1.7,-11.39679
970,31.24139,32.29,1.4,7.27049
971,30.00222,31.18167,18.6,-19.31142
972,30.56472,31.0125,11.9,-25.62356
973,30.20472,31.105,16.8,44.26202
975,31.21,31.55444,2.8,10.21632
976,31.41083,31.87139,1.5,23.70645
977,31.01,32.99583,14.9,-20.06671
978,31.07889,33.83667,39.5,2.02631
979,31.21333,34.12917,35,-10.11364
980,31.2675,34.24556,67.1,5.4533
981,31.11944,34.18194,104.7,-11.0933
982,30.70889,34.27389,246.1,-4.76791
983,30.46389,33.78444,229.2,-10.59737
984,29.91028,33.73944,402.5,6.34491
985,28.49444,30.80778,35.1,-18.14455
986,28.10667,30.74389,39.8,-37.4634
987,27.64222,30.85611,45.3,-31.10544
988,27.22833,31.06056,51.5,-38.63199
989,26.77694,31.51833,56.6,-34.0889
990,26.56611,31.685,61.3,-47.37013
991,26.32944,31.88639,63.8,-19.56007
992,26.16528,32.72611,73.9,-14.68732
993,29.56583,32.74917,11,-47.67667
994,28.89139,33.18833,10.3,4.01154
995,28.24,33.62889,4.8,-38.28545
996,28.54472,34.46528,123.3,-44.7351
997,29.04611,34.65861,25.2,-73.23057
998,27.90833,34.31472,36.6,6.39738
1001,23.97111,32.82306,195,-5.34604
1002,23.97583,32.84861,193,-6.27967
1003,24.095,32.89722,93.3,-15.04786
1004,24.99333,32.90028,86.1,-28.53695
1005,25.67722,32.70389,82.1,-27.51672
1006,25.7,32.645,77.5,-20.54256
1007,30.90972,29.55806,25.4,1.16485
1008,30.84222,28.93528,28.5,17.49218
1009,30.53778,28.50472,157.9,31.5626
1010,31.11111,27.74861,17.2,22.57022
1012,31.34611,27.23056,26.1,56.49576
1013,31.40472,26.59,110,57.68059
1014,31.61083,25.92583,30,56.40153
1015,31.55944,25.15861,11.5,24.83474
1016,29.58694,32.34056,8,-20.23924
1017,29.38139,32.56639,13.1,-32.75928
1018,29.11194,32.665,5,-14.51444
1019,28.35167,33.11028,19.7,-32.1039
1021,27.69417,33.49639,12,-35.23918
1022,27.18611,33.80611,7.5,-9.11047
1023,27.23194,33.84583,2,5.82703
1024,29.85944,31.34361,119.6,3.00844
1025,29.42611,31.34361,101.9,31.18963
1027,25.45111,30.54333,72.7,-4.52812
1028,31.34444,27.23028,35.9,59.65381
1029,29.83389,30.61389,213.6,4.00935
1030,29.47611,29.85,287.8,14.69202
1031,28.895,29.43417,193,20.11688
1032,28.58611,29.06333,213.8,20.05428
1033,28.35,28.8675,129,1.75186
1034,30.82861,26.68556,225.4,49.33767
1035,30.26167,26.25528,202.1,46.97092
1036,29.72917,26.77583,165.4,17.28884
1037,29.22944,25.51944,4.3,-3.76197
1038,29.13889,25.86333,-7.2,-0.34838
1039,28.94722,31.87444,301,9.45352
1041,28.16944,32.43611,546.1,4.06643
1044,26.09917,34.27056,4.3,-1.4464
1045,25.62694,34.58361,11.4,24.20718
1046,25.91889,33.25472,180.7,5.81699
1047,26.00167,33.75139,491,45.69399
1048,25.02111,33.54806,244.9,68.54779
1049,25.07083,34.22389,520.9,0.27899
1050,25.05806,34.81611,116,-43.78803
1051,26.01,30.73861,329.3,-4.79948
1052,26.64139,30.81417,294.7,-0.78478
1053,24.71222,30.59861,29.8,-26.55983
1054,25.02528,31.13444,400.9,26.40111
1056,25.21111,29.76944,159,-11.14212
1057,25.51222,29.05667,102.2,-29.70885
1058,25.79722,28.59556,107.4,-28.18297
1059,25.97528,27.98722,212.9,-18.25122
1060,26.47028,27.83639,291.5,-29.41811
1061,27.02222,27.95833,71.7,-17.29698
1062,27.61,28.36639,207.7,-8.59844
1063,23.94778,32.77278,199.5,-2.3945
1064,22.51083,32.33889,220.7,68.12901
1065,22.98139,31.75306,259,19.66889
1067,24.04139,32.83278,196.3,0.34107
1069,22.54444,31.16139,198,-11.02273
1070,22.47222,30.39611,196,-7.03069
1071,22.26417,29.72389,192.5,-14.89793
1072,23.24306,32.72,190.9,-8.39556
1073,24.08528,30.39028,183.9,3.56516
1074,23.29972,29.98389,212.7,-5.37985
1075,22.26222,28.83056,397.7,38.54981
1076,22.99583,29.62583,138.9,-18.33118
1077,24.80167,29.13611,330,9.94221
1078,24.14583,29.04861,395,24.63472
1079,23.29028,28.96583,261.5,10.29894
1081,22.84,33.19778,173.9,-7.44333
1085,30.39694,30.37194,50.5,-10.46319
1086,30.65639,29.67778,55.1,-9.54867
1087,30.0475,28.55361,163,61.70736
1088,29.8625,27.95722,-20.8,-10.55731
1089,29.64722,28.70833,140.7,-3.96544
1090,29.93389,32.56278,2.2,-29.03143
1091,31.19722,29.95333,0.1,0.406
1092,29.99167,31.16778,18.8,-18.42418
1093,30.08528,31.92917,210.5,3.40721
1094,30.28278,31.78222,107.3,-3.94455
1095,30.33333,32.305,2.7,-40.20265
1096,30.11944,33.60611,39.5,-12.04118
1097,30.04028,33.19389,494.6,34.60449
1100,29.50333,31.27028,24.6,-18.63824
